id,host_id,host_response_time,host_response_rate,host_acceptance_rate,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,beds,amenities,price,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,Location
1915788,6281110,within a few hours,100%,93%,Highgate Hill,-27.48877,153.01613,Private room in guesthouse,Private room,2,1 shared bath,1.0,"[""Microwave"", ""Dishes and silverware"", ""Free street parking"", ""Laundromat nearby"", ""Cleaning products"", ""Hangers"", ""Body soap"", ""Luggage dropoff allowed"", ""Bed linens"", ""Hot water kettle"", ""Rice maker"", ""Smoke alarm"", ""Stainless steel electric stove"", ""Dryer"", ""Iron"", ""Toaster"", ""Shower gel"", ""Essentials"", ""Portable fans"", ""Shampoo"", ""Long term stays allowed"", ""55 inch TV"", ""Paid street parking off premises"", ""Kitchen"", ""Freezer"", ""Washer"", ""Clothing storage: closet"", ""Mini fridge"", ""Hot water"", ""Cooking basics"", ""Shared patio or balcony"", ""Wifi"", ""Room-darkening shades"", ""Drying rack for clothing"", ""Dedicated workspace"", ""Wine glasses""]",$70.00,24,8,0,2013-11-24,2024-01-10,4.3,4.39,3.91,4.7,4.48,4.52,4.35,0.19,brisbane
1956005,10109943,within an hour,100%,100%,Bardon,-27.454797072003768,152.9815149050332,Entire home,Entire home/apt,2,1 bath,2.0,"[""Fire extinguisher"", ""Microwave"", ""AC - split type ductless system"", ""Dishes and silverware"", ""Dining table"", ""Outdoor furniture"", ""Free street parking"", ""Laundromat nearby"", ""Cleaning products"", ""Clothing storage: wardrobe"", ""Hangers"", ""Private patio or balcony"", ""Hair dryer"", ""Body soap"", ""Dishwasher"", ""Luggage dropoff allowed"", ""Oven"", ""Bed linens"", ""Refrigerator"", ""Hot water kettle"", ""Baking sheet"", ""Smoke alarm"", ""Stainless steel electric stove"", ""Cleaning available during stay"", ""Self check-in"", ""Heating"", ""Outdoor dining area"", ""Extra pillows and blankets"", ""Books and reading material"", ""Coffee"", ""Coffee maker"", ""Essentials"", ""Portable fans"", ""Shampoo"", ""Private backyard \u2013 Fully fenced"", ""Long term stays allowed"", ""Kitchen"", ""First aid kit"", ""Freezer"", ""Hot water"", ""Cooking basics"", ""Wifi"", ""Blender"", ""Garden view"", ""Drying rack for clothing"", ""Dedicated workspace"", ""Wine glasses"", ""Lockbox""]",$125.00,21,3,0,2016-08-19,2024-03-25,4.9,4.67,4.76,4.71,4.86,4.67,4.62,0.22,brisbane
1963332,10144106,within an hour,100%,97%,Sherwood,-27.53158,152.98865,Private room in home,Private room,2,1 bath,1.0,"[""Breakfast"", ""Air conditioning"", ""Wifi"", ""Essentials"", ""Shampoo"", ""Gym"", ""Smoke alarm"", ""Free parking on premises"", ""Kitchen"", ""Heating"", ""Washer"", ""Pets allowed"", ""Pool"", ""Dryer""]",$100.00,1,0,0,2015-12-06,2015-12-06,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.01,brisbane
1963513,10144784,within an hour,100%,99%,Woolloongabba,-27.49379,153.03969,Entire guest suite,Entire home/apt,2,1 bath,1.0,"[""Wifi \u2013 49 Mbps"", ""Microwave"", ""Dishes and silverware"", ""Dining table"", ""Carbon monoxide alarm"", ""Free street parking"", ""Mosquito net"", ""Single level home"", ""Induction stove"", ""Cleaning products"", ""Coffee maker: Nespresso"", ""Free parking on premises"", ""Hangers"", ""Hair dryer"", ""Body soap"", ""Luggage dropoff allowed"", ""Bed linens"", ""Refrigerator"", ""Free washer \u2013 In unit"", ""Hot water kettle"", ""Rice maker"", ""Smoke alarm"", ""Cleaning available during stay"", ""Self check-in"", ""Heating"", ""Clothing storage"", ""Outdoor dining area"", ""Iron"", ""Extra pillows and blankets"", ""Toaster"", ""Coffee"", ""Shower gel"", ""Essentials"", ""42 inch HDTV with Netflix"", ""Shampoo"", ""Portable fans"", ""Long term stays allowed"", ""Conditioner"", ""Kitchen"", ""Freezer"", ""Hot water"", ""Cooking basics"", ""Air conditioning"", ""Private entrance"", ""Drying rack for clothing"", ""Backyard"", ""Wine glasses"", ""Lockbox""]",$110.00,522,65,4,2014-06-21,2024-05-07,4.96,4.98,4.97,4.99,4.99,4.91,4.94,4.34,brisbane
1971015,4206298,within an hour,100%,74%,Kangaroo Point,-27.47584,153.03825,Entire home,Entire home/apt,16,3.5 baths,8.0,"[""Fire extinguisher"", ""Microwave"", ""Pack \u2019n play/Travel crib"", ""Outdoor furniture"", ""Dishes and silverware"", ""Free street parking"", ""Free parking on premises"", ""Hangers"", ""Clothing storage: walk-in closet and wardrobe"", ""Hair dryer"", ""Dishwasher"", ""Bathtub"", ""Oven"", ""Bed linens"", ""Refrigerator"", ""BBQ grill"", ""Patio or balcony"", ""Smoke alarm"", ""Self check-in"", ""Heating"", ""Dryer"", ""Outdoor dining area"", ""Iron"", ""Toaster"", ""Keypad"", ""Smoking allowed"", ""Coffee maker"", ""Essentials"", ""Long term stays allowed"", ""Kitchen"", ""High chair"", ""Washer"", ""Indoor fireplace"", ""Hot water"", ""Ceiling fan"", ""Stove"", ""Air conditioning"", ""Wifi"", ""Backyard"", ""TV with standard cable"", ""Pets allowed"", ""Pool""]",$700.00,8,0,0,2015-11-10,2020-03-04,4.88,5.0,4.63,5.0,4.63,4.75,4.63,0.08,brisbane
1995240,4967480,within an hour,100%,99%,Fortitude Valley,-27.45737,153.03524,Private room in rental unit,Private room,2,1 shared bath,1.0,"[""Microwave"", ""Elevator"", ""Dishes and silverware"", ""Hangers"", ""TV"", ""Hair dryer"", ""Oven"", ""Bed linens"", ""Refrigerator"", ""Heating"", ""Iron"", ""Extra pillows and blankets"", ""Shower gel"", ""Essentials"", ""Shampoo"", ""Kitchen"", ""Washer"", ""Hot water"", ""Cooking basics"", ""Stove"", ""Wifi""]",$73.00,240,2,2,2013-12-10,2024-04-20,4.75,4.74,4.6,4.94,4.93,4.87,4.76,1.89,brisbane
2047494,10496579,within an hour,100%,96%,Toowong,-27.48082,152.98409,Entire rental unit,Entire home/apt,3,1 bath,1.0,"[""Fire extinguisher"", ""Microwave"", ""AC - split type ductless system"", ""Dishes and silverware"", ""Outdoor furniture"", ""Carbon monoxide alarm"", ""Free street parking"", ""Single level home"", ""Cleaning products"", ""Hangers"", ""Private patio or balcony"", ""Body soap"", ""Hair dryer"", ""Bathtub"", ""Children\u2019s books and toys"", ""Bed linens"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Free washer \u2013 In unit"", ""Board games"", ""BBQ grill"", ""Hot water kettle"", ""Rice maker"", ""Fast wifi \u2013 211 Mbps"", ""Smoke alarm"", ""Self check-in"", ""Shared outdoor pool - saltwater"", ""Outdoor dining area"", ""Iron"", ""Extra pillows and blankets"", ""Barbecue utensils"", ""Toaster"", ""Books and reading material"", ""Coffee maker: Nespresso, pour-over coffee"", ""Coffee"", ""Shower gel"", ""Essentials"", ""Portable fans"", ""Shampoo"", ""Exterior security cameras on property"", ""Private backyard \u2013 Fully fenced"", ""Conditioner"", ""Kitchen"", ""First aid kit"", ""Sound system"", ""Mini fridge"", ""Hot water"", ""Private entrance"", ""Garden view"", ""Drying rack for clothing"", ""Outdoor kitchen"", ""Portable heater"", ""42 inch HDTV with Amazon Prime Video, Netflix, premium cable"", ""Wine glasses"", ""Lockbox""]",$129.00,265,15,1,2014-01-09,2024-04-28,4.8,4.84,4.83,4.91,4.92,4.79,4.78,2.11,brisbane
2194081,11190102,within an hour,100%,99%,Aspley,-27.36883,153.03581,Private room in villa,Private room,2,1 shared bath,0.0,"[""Lock on bedroom door"", ""Microwave"", ""Shared backyard \u2013 Fully fenced"", ""Outdoor furniture"", ""Dishes and silverware"", ""Free street parking"", ""Free parking on premises"", ""Hangers"", ""TV with Netflix"", ""Private patio or balcony"", ""Hair dryer"", ""Refrigerator"", ""Breakfast"", ""Free washer \u2013 In unit"", ""BBQ grill"", ""Smoke alarm"", ""Self check-in"", ""Heating"", ""Outdoor dining area"", ""Iron"", ""Essentials"", ""Shampoo"", ""Kitchen"", ""Hot water"", ""Cooking basics"", ""Air conditioning"", ""Wifi"", ""Dedicated workspace"", ""Lockbox""]",$62.00,291,54,6,2014-02-14,2024-05-06,4.93,4.92,4.95,4.96,4.97,4.88,4.95,2.34,brisbane
2233834,11403501,within an hour,100%,100%,Brisbane City,-27.46328,153.03009,Entire rental unit,Entire home/apt,4,2 baths,5.0,"[""Fire extinguisher"", ""Microwave"", ""Pack \u2019n play/Travel crib"", ""Babysitter recommendations"", ""AC - split type ductless system"", ""Dishes and silverware"", ""Dining table"", ""Beach essentials"", ""Cleaning products"", ""Clothing storage: wardrobe"", ""Free parking on premises"", ""Hangers"", ""TV"", ""Children\u2019s dinnerware"", ""Private patio or balcony"", ""Body soap"", ""Hair dryer"", ""Dishwasher"", ""Courtyard view"", ""Bathtub"", ""Children\u2019s books and toys"", ""Bed linens"", ""Refrigerator"", ""Oven"", ""Free washer \u2013 In unit"", ""Hot water kettle"", ""Rice maker"", ""Smoke alarm"", ""Self check-in"", ""City skyline view"", ""Heating"", ""Outdoor dining area"", ""Iron"", ""Extra pillows and blankets"", ""Stainless steel gas stove"", ""Toaster"", ""Books and reading material"", ""Coffee"", ""Shower gel"", ""Essentials"", ""Exterior security cameras on property"", ""Shampoo"", ""Conditioner"", ""Paid street parking off premises"", ""Kitchen"", ""First aid kit"", ""Freezer"", ""High chair"", ""Mini fridge"", ""Hot water"", ""Cooking basics"", ""Coffee maker: pour-over coffee"", ""Wifi"", ""Private entrance"", ""Room-darkening shades"", ""Drying rack for clothing"", ""Dedicated workspace"", ""Wine glasses"", ""Lockbox""]",$278.00,200,21,1,2014-05-13,2024-04-27,4.83,4.88,4.88,4.97,4.96,4.82,4.76,1.64,brisbane
2285471,11501087,within an hour,100%,100%,Taringa,-27.49176,152.97246,Entire guest suite,Entire home/apt,2,1 bath,1.0,"[""Fire extinguisher"", ""Microwave"", ""Shared backyard \u2013 Fully fenced"", ""Outdoor furniture"", ""Dishes and silverware"", ""Dining table"", ""Free street parking"", ""Laundromat nearby"", ""Cleaning products"", ""Hangers"", ""TV"", ""Private patio or balcony"", ""Body soap"", ""Hair dryer"", ""Shared outdoor pool - "", ""Luggage dropoff allowed"", ""Bed linens"", ""Refrigerator"", ""Breakfast"", ""Hot water kettle"", ""Smoke alarm"", ""Self check-in"", ""Heating"", ""Extra pillows and blankets"", ""Toaster"", ""Keypad"", ""Coffee"", ""Shower gel"", ""Essentials"", ""Coffee maker"", ""Shampoo"", ""Long term stays allowed"", ""Conditioner"", ""Mini fridge"", ""Hot water"", ""Clothing storage: walk-in closet"", ""Ceiling fan"", ""Wifi"", ""Private entrance"", ""Garden view"", ""Dedicated workspace"", ""Wine glasses""]",$110.00,74,47,5,2014-07-26,2024-05-03,4.93,4.96,4.95,4.97,5.0,4.85,4.93,0.62,brisbane
2357039,9604456,within a few hours,100%,98%,Fortitude Valley,-27.45973,153.03149,Entire rental unit,Entire home/apt,2,1 bath,1.0,"[""Microwave"", ""Elevator"", ""Dishes and silverware"", ""Single level home"", ""Free parking on premises"", ""Hangers"", ""TV"", ""Hair dryer"", ""Dishwasher"", ""Central air conditioning"", ""Shared pool"", ""Oven"", ""Refrigerator"", ""Paid parking on premises"", ""Patio or balcony"", ""Smoke alarm"", ""Self check-in"", ""Dryer"", ""Iron"", ""Essentials"", ""Shampoo"", ""Kitchen"", ""Washer"", ""Hot water"", ""Cooking basics"", ""Stove"", ""Wifi"", ""Lockbox""]",$129.00,517,83,2,2019-05-17,2024-04-16,4.87,4.91,4.9,4.84,4.94,4.92,4.88,8.52,brisbane
2407018,11558462,within an hour,100%,100%,West End,-27.48716,153.0045,Entire rental unit,Entire home/apt,2,1 bath,1.0,"[""Microwave"", ""Outdoor furniture"", ""Dishes and silverware"", ""Dining table"", ""Free street parking"", ""Hangers"", ""TV"", ""Private patio or balcony"", ""Oven"", ""Bed linens"", ""Refrigerator"", ""Hot water kettle"", ""Smoke alarm"", ""Heating"", ""Dryer"", ""Outdoor dining area"", ""Iron"", ""Extra pillows and blankets"", ""Toaster"", ""Books and reading material"", ""Essentials"", ""Portable fans"", ""Kitchen"", ""Washer"", ""Shared backyard \u2013 Not fully fenced"", ""Mini fridge"", ""Clothing storage: dresser"", ""Hot water"", ""Cooking basics"", ""Stove"", ""Fast wifi \u2013 100 Mbps"", ""Private entrance"", ""Host greets you"", ""Wine glasses""]",$65.00,221,9,0,2014-04-02,2024-04-03,4.86,4.87,4.71,4.95,4.95,4.88,4.87,1.8,brisbane
2441703,10144784,within an hour,100%,99%,Woolloongabba,-27.49176,153.03755,Entire guest suite,Entire home/apt,2,1 bath,1.0,"[""Dryer \u2013 In building"", ""Microwave"", ""Free driveway parking on premises"", ""AC - split type ductless system"", ""Dishes and silverware"", ""Dining table"", ""Carbon monoxide alarm"", ""Free street parking"", ""Cleaning products"", ""Clothing storage: wardrobe"", ""Hangers"", ""Private patio or balcony"", ""Body soap"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Oven"", ""Bed linens"", ""Refrigerator"", ""Sukin shampoo"", ""Hot water kettle"", ""Smoke alarm"", ""Cleaning available during stay"", ""Self check-in"", ""Heating"", ""Iron"", ""Extra pillows and blankets"", ""Coffee maker: french press, Nespresso"", ""Toaster"", ""Coffee"", ""Shower gel"", ""Essentials"", ""Portable fans"", ""Long term stays allowed"", ""Free washer \u2013 In building"", ""Kitchen"", ""First aid kit"", ""Freezer"", ""55 inch HDTV with Netflix"", ""Hot water"", ""Idution cooktop stove"", ""Cooking basics"", ""Wifi"", ""Private entrance"", ""Room-darkening shades"", ""Drying rack for clothing"", ""Sukin conditioner"", ""Wine glasses"", ""Lockbox""]",$160.00,408,31,0,2014-04-13,2024-03-18,4.96,4.98,4.96,4.98,4.99,4.93,4.94,3.33,brisbane
2462135,12592196,within a day,100%,75%,West End,-27.48805,153.00561,Entire rental unit,Entire home/apt,4,1 bath,2.0,"[""Fire extinguisher"", ""Microwave"", ""Outdoor furniture"", ""Dishes and silverware"", ""Hangers"", ""TV"", ""Private patio or balcony"", ""Hair dryer"", ""Dishwasher"", ""Shared pool"", ""Oven"", ""Bed linens"", ""Refrigerator"", ""Paid parking on premises"", ""BBQ grill"", ""Smoke alarm"", ""Heating"", ""Dryer"", ""Outdoor dining area"", ""Iron"", ""Extra pillows and blankets"", ""Waterfront"", ""Coffee maker"", ""Essentials"", ""Shampoo"", ""Long term stays allowed"", ""Kitchen"", ""Washer"", ""Hot water"", ""Cooking basics"", ""Stove"", ""Air conditioning"", ""Wifi"", ""Garden view"", ""River view""]",$180.00,17,3,0,2014-04-07,2024-01-30,4.94,5.0,4.69,4.94,4.88,4.94,4.63,0.14,brisbane
2489606,7366474,within an hour,100%,100%,Paddington - Milton,-27.46573,153.00056,Entire rental unit,Entire home/apt,4,1 bath,3.0,"[""Fire extinguisher"", ""Microwave"", ""Pack \u2019n play/Travel crib"", ""AC - split type ductless system"", ""Dishes and silverware"", ""Dining table"", ""Outdoor furniture"", ""Free street parking"", ""Laundromat nearby"", ""Single level home"", ""Free parking on premises"", ""Hangers"", ""TV"", ""Hair dryer"", ""Body soap"", ""Luggage dropoff allowed"", ""Oven"", ""Bed linens"", ""Refrigerator"", ""Free washer \u2013 In unit"", ""Hot water kettle"", ""Smoke alarm"", ""Self check-in"", ""Heating"", ""Outdoor dining area"", ""Iron"", ""Extra pillows and blankets"", ""Toaster"", ""Books and reading material"", ""Coffee"", ""Keypad"", ""Essentials"", ""Portable fans"", ""Shampoo"", ""Long term stays allowed"", ""Kitchen"", ""Freezer"", ""High chair"", ""Hot water"", ""Cooking basics"", ""Stove"", ""Clothing storage: closet and dresser"", ""Wifi"", ""Private entrance"", ""Drying rack for clothing"", ""Coffee maker: drip coffee maker, espresso machine"", ""Wine glasses"", ""Pets allowed""]",$180.00,299,19,1,2016-04-11,2024-04-20,4.5,4.78,4.31,4.86,4.77,4.94,4.69,3.04,brisbane
2587898,13251310,a few days or more,33%,0%,Windsor,-27.44092,153.03377,Private room in home,Private room,1,1 shared bath,2.0,"[""Fire extinguisher"", ""Microwave"", ""Private pool"", ""AC - split type ductless system"", ""Dishes and silverware"", ""Dining table"", ""Outdoor furniture"", ""Carbon monoxide alarm"", ""Host greets you"", ""Free street parking"", ""Free parking on premises"", ""Hangers"", ""50 inch HDTV with Apple TV, standard cable"", ""Dishwasher"", ""Coffee maker: Keurig coffee machine, Nespresso"", ""Courtyard view"", ""Luggage dropoff allowed"", ""Oven"", ""Bed linens"", ""Record player"", ""Refrigerator"", ""BBQ grill"", ""Ethernet connection"", ""Hot water kettle"", ""Rice maker"", ""Baking sheet"", ""Smoke alarm"", ""Cleaning available during stay"", ""Heating"", ""City skyline view"", ""Dryer"", ""Outdoor dining area"", ""Iron"", ""Extra pillows and blankets"", ""Toaster"", ""Smoking allowed"", ""Private hot tub"", ""Essentials"", ""Shampoo"", ""Long term stays allowed"", ""Fireplace guards"", ""Kitchen"", ""First aid kit"", ""Freezer"", ""Washer"", ""Indoor fireplace"", ""Sound system"", ""Ceiling fan"", ""Cooking basics"", ""Stove"", ""Shared patio or balcony"", ""Wifi"", ""Garden view"", ""Backyard"", ""Dedicated workspace"", ""Barbecue utensils"", ""Wine glasses""]",$80.00,4,0,0,2014-08-10,2017-12-07,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.03,brisbane
2705321,13845785,within an hour,100%,70%,Newmarket,-27.43159,153.00394,Entire rental unit,Entire home/apt,4,1 bath,6.0,"[""Fire extinguisher"", ""Microwave"", ""AC - split type ductless system"", ""Dishes and silverware"", ""Free street parking"", ""Free parking on premises"", ""Hangers"", ""Hair dryer"", ""Dishwasher"", ""HDTV with Netflix"", ""Children\u2019s books and toys"", ""Bed linens"", ""Refrigerator"", ""Oven"", ""Free washer \u2013 In unit"", ""Smoke alarm"", ""Self check-in"", ""Heating"", ""Iron"", ""Coffee maker"", ""Essentials"", ""Exterior security cameras on property"", ""Long term stays allowed"", ""Kitchen"", ""Hot water"", ""Cooking basics"", ""Stove"", ""Wifi"", ""Private entrance"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Lockbox""]",$175.00,110,3,0,2014-05-06,2023-12-03,4.75,4.79,4.8,4.89,4.81,4.75,4.69,0.9,brisbane
2732655,6221440,within an hour,100%,93%,Spring Hill,-27.46035,153.02618,Entire home,Entire home/apt,2,1 bath,1.0,"[""Clamp on table seat high chair - available upon request"", ""Fire extinguisher"", ""Microwave"", ""Babysitter recommendations"", ""AC - split type ductless system"", ""Dishes and silverware"", ""Dining table"", ""Carbon monoxide alarm"", ""Free street parking"", ""Laundromat nearby"", ""Cleaning products"", ""Hangers"", ""Apelles conditioner"", ""TV"", ""Clothing storage: walk-in closet and wardrobe"", ""Hair dryer"", ""Dishwasher"", ""Courtyard view"", ""Luggage dropoff allowed"", ""Bed linens"", ""Refrigerator"", ""Coffee maker: french press"", ""Pack \u2019n play/Travel crib - available upon request"", ""Board games"", ""Shared beach access"", ""Hot water kettle"", ""Breakfast"", ""Smoke alarm"", ""Cleaning available during stay"", ""Self check-in"", ""Bluetooth sound system"", ""Private backyard \u2013 Not fully fenced"", ""Apelles body soap"", ""Iron"", ""Extra pillows and blankets"", ""Fast wifi \u2013 56 Mbps"", ""Toaster"", ""Books and reading material"", ""Coffee"", ""Shower gel"", ""Essentials"", ""Long term stays allowed"", ""Free washer \u2013 In building"", ""Free dryer \u2013 In building"", ""First aid kit"", ""Freezer"", ""Private outdoor pool - available all year, open 24 hours"", ""Mini fridge"", ""Heating - split type ductless system"", ""Hot water"", ""Cooking basics"", ""Private entrance"", ""Pool view"", ""Garden view"", ""Apelles shampoo"", ""Drying rack for clothing"", ""Dedicated workspace"", ""Free driveway parking on premises \u2013 1 space"", ""Baby safety gates"", ""Wine glasses"", ""Crib - available upon request"", ""Lockbox"", ""EV charger""]",$241.00,348,28,1,2015-03-08,2024-05-06,4.89,4.88,4.85,4.98,5.0,4.93,4.8,3.12,brisbane
2804936,14348626,within an hour,100%,72%,Camp Hill,-27.49103,153.06873,Entire home,Entire home/apt,6,2 baths,4.0,"[""Fire extinguisher"", ""Microwave"", ""AC - split type ductless system"", ""Dishes and silverware"", ""Dining table"", ""Outdoor furniture"", ""Free street parking"", ""Single level home"", ""Cleaning products"", ""Coffee maker: Nespresso"", ""Hangers"", ""Standalone high chair - always at the listing"", ""Private patio or balcony"", ""Hair dryer"", ""Dishwasher"", ""Baby bath - always at the listing"", ""Bed linens"", ""Refrigerator"", ""Free washer \u2013 In unit"", ""Hot water kettle"", ""Baking sheet"", ""Smoke alarm"", ""Self check-in"", ""Heating"", ""Various conditioner"", ""55 inch HDTV"", ""Panasonic Bluetooth sound system"", ""Outdoor dining area"", ""Iron"", ""Extra pillows and blankets"", ""Toaster"", ""Books and reading material"", ""Coffee"", ""AG stainless steel gas stove"", ""Shower gel"", ""Essentials"", ""Private backyard \u2013 Fully fenced"", ""Shampoo"", ""Free driveway parking on premises \u2013 3 spaces"", ""Long term stays allowed"", ""Stainless steel single oven"", ""Clothing storage: wardrobe and dresser"", ""Kitchen"", ""First aid kit"", ""Freezer"", ""Hot water"", ""Ceiling fan"", ""Cooking basics"", ""Liquid Soap body soap"", ""Wifi"", ""Window AC unit"", ""Private entrance"", ""Drying rack for clothing"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Wine glasses"", ""Pets allowed"", ""Lockbox""]",$305.00,99,6,0,2014-06-29,2024-02-16,4.87,4.91,4.91,4.99,4.99,4.68,4.77,0.82,brisbane
3516001,17703682,within a few hours,100%,85%,Newmarket,-27.43562,153.00949,Private room in townhouse,Private room,2,1 private bath,1.0,"[""Fire extinguisher"", ""Microwave"", ""Stainless steel induction stove"", ""Dishes and silverware"", ""Dining table"", ""Outdoor furniture"", ""Carbon monoxide alarm"", ""Free street parking"", ""Mosquito net"", ""Free parking on premises"", ""Hangers"", ""Private patio or balcony"", ""Hair dryer"", ""Dishwasher"", ""Bathtub"", ""Luggage dropoff allowed"", ""Bed linens"", ""Refrigerator"", ""Hot water kettle"", ""Outdoor dining area"", ""Iron"", ""Extra pillows and blankets"", ""Toaster"", ""Kitchenette"", ""Shower gel"", ""Essentials"", ""Portable fans"", ""Shampoo"", ""Conditioner"", ""First aid kit"", ""Freezer"", ""Washer"", ""Stainless steel oven"", ""Hot water"", ""Wifi"", ""Window AC unit"", ""Drying rack for clothing"", ""Host greets you"", ""Wine glasses""]",$77.00,74,34,2,2021-12-17,2024-04-22,4.86,4.92,4.96,4.96,4.93,4.81,4.89,2.54,brisbane
3730528,16354288,within an hour,100%,100%,Manly West,-27.4702,153.16399,Entire home,Entire home/apt,8,1.5 baths,5.0,"[""Pack \u2019n play/Travel crib"", ""Outdoor furniture"", ""Dishes and silverware"", ""Dining table"", ""Free street parking"", ""Laundromat nearby"", ""Induction stove"", ""Cleaning products"", ""Clothing storage: wardrobe"", ""Hangers"", ""Lockbox"", ""TV"", ""Private patio or balcony"", ""Body soap"", ""Hair dryer"", ""Bathtub"", ""Children\u2019s books and toys"", ""Bed linens"", ""Refrigerator"", ""Oven"", ""Free washer \u2013 In unit"", ""Fast wifi \u2013 52 Mbps"", ""Kayak"", ""Hot water kettle"", ""Luggage dropoff allowed"", ""Baking sheet"", ""Smoke alarm"", ""Self check-in"", ""Outdoor dining area"", ""Iron"", ""Extra pillows and blankets"", ""Toaster"", ""Books and reading material"", ""Smoking allowed"", ""Essentials"", ""Portable fans"", ""Shampoo"", ""Private backyard \u2013 Fully fenced"", ""Long term stays allowed"", ""Conditioner"", ""Kitchen"", ""Freezer"", ""High chair"", ""Hot water"", ""Ceiling fan"", ""Cooking basics"", ""Private entrance"", ""Pool view"", ""Garden view"", ""Drying rack for clothing"", ""Portable heater"", ""Wine glasses"", ""Pets allowed"", ""Shared outdoor pool - available all year, open specific hours, lap pool, saltwater""]",$188.00,303,28,2,2014-09-15,2024-05-04,4.61,4.71,4.72,4.88,4.86,4.72,4.71,2.58,brisbane
3768058,3202696,within an hour,75%,85%,Spring Hill,-27.46146,153.02817,Entire rental unit,Entire home/apt,4,2 baths,3.0,"[""Fire extinguisher"", ""Microwave"", ""Elevator"", ""Dishes and silverware"", ""Dining table"", ""Free parking on premises"", ""Hangers"", ""TV"", ""Hair dryer"", ""Dishwasher"", ""Oven"", ""Bed linens"", ""Refrigerator"", ""Free washer \u2013 In unit"", ""Hot water kettle"", ""Smoke alarm"", ""Heating"", ""Dryer"", ""Iron"", ""Toaster"", ""Shower gel"", ""Essentials"", ""Shampoo"", ""Gym"", ""Kitchen"", ""Freezer"", ""Hot water"", ""Air conditioning"", ""Wifi"", ""Wine glasses"", ""Pool""]",$209.00,46,2,1,2014-11-22,2024-04-20,4.61,4.8,4.36,4.96,4.87,4.93,4.64,0.4,brisbane
3916092,14348626,within an hour,100%,72%,Hawthorne,-27.4647,153.06119,Entire home,Entire home/apt,5,1 bath,3.0,"[""Fire extinguisher"", ""Microwave"", ""AC - split type ductless system"", ""Dishes and silverware"", ""Dining table"", ""Outdoor furniture"", ""Free street parking"", ""Single level home"", ""Cleaning products"", ""Coffee maker: Nespresso"", ""Hangers"", ""Park view"", ""Private patio or balcony"", ""Body soap"", ""Hair dryer"", ""Dishwasher"", ""Bed linens"", ""Free washer \u2013 In unit"", ""Hot water kettle"", ""Baking sheet"", ""Smoke alarm"", ""Baby bath"", ""Self check-in"", ""Heating"", ""Other electric stove"", ""Outdoor dining area"", ""Iron"", ""Extra pillows and blankets"", ""Toaster"", ""Books and reading material"", ""Coffee"", ""Shower gel"", ""Essentials"", ""Private backyard \u2013 Fully fenced"", ""Shampoo"", ""Long term stays allowed"", ""Conditioner"", ""Kitchen"", ""First aid kit"", ""Freezer"", ""High chair"", ""480 Litre refrigerator"", ""55 inch HDTV with Netflix"", ""Hot water"", ""Ceiling fan"", ""Cooking basics"", ""Wifi"", ""Private entrance"", ""Drying rack for clothing"", ""Electric stainless steel single oven"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Wine glasses"", ""Clothing storage: closet and wardrobe"", ""Pets allowed"", ""Lockbox""]",$395.00,65,2,0,2014-12-03,2024-01-09,4.91,4.86,4.78,4.98,4.98,4.91,4.77,0.57,brisbane
