id,host_id,host_response_time,host_response_rate,host_acceptance_rate,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,beds,amenities,price,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,Location
1125097,6172214,within a few hours,100%,98%,Angaston,-34.49563,139.0293,Entire cottage,Entire home/apt,2,1 bath,1.0,[],$254.00,199,24,0,2013-09-13,2023-11-18,4.88,4.96,4.89,4.99,4.98,4.97,4.75,1.59,barossa_valley_sa
1133195,6172214,within a few hours,100%,98%,Angaston,-34.49538,139.03086,Entire cottage,Entire home/apt,2,1 bath,1.0,[],$236.00,73,10,0,2014-09-30,2023-11-05,4.84,4.82,4.88,4.99,4.9,4.93,4.68,0.65,barossa_valley_sa
1133236,6172214,within a few hours,100%,98%,Penrice,-34.49372,139.03199,Private room in rental unit,Private room,2,1 private bath,1.0,[],$260.00,64,6,0,2014-01-27,2023-11-05,4.89,4.92,4.89,4.95,4.92,4.92,4.64,0.53,barossa_valley_sa
1710462,6645956,within an hour,100%,100%,Shea-Oak Log,-34.51049,138.81731,Entire cabin,Entire home/apt,2,1 bath,1.0,[],$111.00,548,38,1,2013-11-03,2023-12-12,4.76,4.83,4.71,4.97,4.95,4.6,4.83,4.44,barossa_valley_sa
1787389,9380091,within an hour,100%,100%,Tanunda,-34.52737,138.953,Entire rental unit,Entire home/apt,4,2 baths,2.0,[],$458.00,18,1,0,2016-01-05,2023-01-08,4.39,4.61,4.78,4.89,4.89,4.89,4.12,0.19,barossa_valley_sa
2028951,10421165,within an hour,100%,100%,Lyndoch,-34.60392,138.88311,Entire vacation home,Entire home/apt,4,1 bath,2.0,[],$158.00,19,11,0,2022-04-10,2023-10-08,4.68,4.74,4.84,4.89,4.84,4.63,4.53,0.91,barossa_valley_sa
2327616,6713275,within an hour,100%,100%,Gawler River,-34.60549,138.64723,Entire guesthouse,Entire home/apt,3,1 bath,2.0,[],$97.00,173,34,1,2015-02-17,2023-12-04,4.73,4.78,4.63,4.92,4.91,4.83,4.76,1.6,barossa_valley_sa
5289072,27321203,within a few hours,100%,83%,Flaxman Valley,-34.56405,139.07988,Entire cabin,Entire home/apt,6,2 baths,3.0,[],$220.00,126,3,1,2015-10-26,2023-12-16,4.95,4.95,4.94,4.98,4.98,4.96,4.91,1.27,barossa_valley_sa
5537173,28712482,within an hour,100%,100%,Lyndoch,-34.58503,138.86457,Entire villa,Entire home/apt,2,1 bath,1.0,[],$425.00,34,1,0,2018-09-23,2023-06-03,4.94,4.97,5.0,4.94,4.97,4.91,4.8,0.53,barossa_valley_sa
6170279,32013001,within an hour,100%,100%,Tanunda,-34.50938,138.97314,Entire cottage,Entire home/apt,2,1 bath,1.0,[],$196.00,168,8,1,2015-06-10,2023-11-26,4.89,4.97,4.87,4.99,4.99,4.9,4.81,1.61,barossa_valley_sa
6170887,32017867,within a day,100%,50%,Nuriootpa,-34.47753,138.99632,Entire cottage,Entire home/apt,6,1 bath,4.0,[],$400.00,30,0,0,2015-05-31,2022-09-26,4.67,4.53,4.87,4.9,4.77,4.77,4.63,0.29,barossa_valley_sa
6296823,32743215,within an hour,100%,100%,Tanunda,-34.50398,138.96065,Entire cottage,Entire home/apt,4,1 bath,2.0,[],$319.00,89,6,0,2015-05-24,2023-10-02,4.91,4.95,4.95,4.92,4.92,4.92,4.83,0.85,barossa_valley_sa
6886387,36084981,within an hour,100%,75%,Angaston,-34.49101,139.01777,Entire guesthouse,Entire home/apt,2,1 bath,1.0,[],$91.00,316,2,1,2015-06-24,2023-12-15,4.78,4.88,4.89,4.95,4.96,4.83,4.8,3.05,barossa_valley_sa
7297171,26147078,within an hour,100%,100%,Angaston,-34.50003,139.03542,Private room in rental unit,Private room,2,1 shared bath,1.0,[],$95.00,149,0,0,2015-08-31,2019-04-28,4.82,4.9,4.86,4.86,4.92,4.93,4.83,1.47,barossa_valley_sa
9264671,17055114,within an hour,100%,100%,Tanunda,-34.52982,138.95272,Private room in guest suite,Private room,2,1 private bath,1.0,[],$146.00,29,2,1,2016-03-29,2023-12-12,4.62,4.76,4.97,4.89,5.0,4.79,4.64,0.31,barossa_valley_sa
9319789,17055114,within an hour,100%,100%,Tanunda,-34.52808,138.95335,Entire home,Entire home/apt,11,3 baths,5.0,[],$852.00,102,17,2,2016-04-25,2023-12-17,4.9,4.88,4.94,4.99,4.99,4.97,4.74,1.09,barossa_valley_sa
9319994,17055114,within an hour,100%,100%,Tanunda,-34.52751,138.95261,Entire home,Entire home/apt,6,3 baths,3.0,[],$489.00,69,10,0,2016-06-20,2023-09-25,4.88,4.88,4.96,4.94,4.97,4.97,4.71,0.75,barossa_valley_sa
9453124,17055114,within an hour,100%,100%,Tanunda,-34.52797,138.95259,Entire home,Entire home/apt,8,3 baths,4.0,[],$708.00,38,6,0,2016-01-02,2023-07-30,4.89,4.87,5.0,5.0,4.97,4.97,4.71,0.39,barossa_valley_sa
9714178,50149490,within an hour,100%,100%,Tanunda,-34.52206,138.96239,Entire home,Entire home/apt,6,2.5 baths,3.0,[],$515.00,89,26,1,2016-04-25,2023-12-18,5.0,4.99,5.0,5.0,5.0,4.99,4.93,0.95,barossa_valley_sa
10285222,9380091,within an hour,100%,100%,Tanunda,-34.52688,138.95464,Entire rental unit,Entire home/apt,2,1 bath,1.0,[],$261.00,10,0,0,2016-01-31,2020-03-18,4.3,4.4,4.6,4.6,4.7,4.9,4.1,0.1,barossa_valley_sa
10287444,9380091,within an hour,100%,100%,Tanunda,-34.52677,138.95225,Entire home,Entire home/apt,7,1 bath,5.0,[],$329.00,17,1,0,2016-02-28,2023-05-21,4.24,4.47,4.65,4.94,4.88,4.81,4.25,0.18,barossa_valley_sa
10526299,54276241,within an hour,100%,100%,Kapunda,-34.34184,138.91579,Entire home,Entire home/apt,4,1 bath,2.0,[],$250.00,6,2,0,2022-07-06,2023-01-29,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.33,barossa_valley_sa
10619599,9380091,within an hour,100%,100%,Tanunda,-34.52726,138.95267,Entire rental unit,Entire home/apt,4,1 bath,2.0,[],$261.00,3,1,0,2018-07-26,2023-04-30,4.67,4.67,5.0,4.67,5.0,5.0,4.67,0.05,barossa_valley_sa
10634089,9380091,within an hour,100%,100%,Tanunda,-34.52816,138.95295,Private room in guest suite,Private room,4,1 private bath,1.0,[],$261.00,6,0,0,2016-02-14,2017-10-30,4.33,4.5,4.67,4.83,4.83,4.83,4.17,0.06,barossa_valley_sa
10947532,54950628,within an hour,100%,100%,Altona,-34.56985,138.92791,Entire guesthouse,Entire home/apt,2,1 bath,1.0,[],$200.00,347,28,2,2016-02-15,2023-12-05,4.98,4.97,4.99,4.99,4.99,4.96,4.93,3.62,barossa_valley_sa
10971607,48092850,within an hour,100%,100%,Angaston,-34.50109,139.04697,Entire home,Entire home/apt,4,1.5 baths,2.0,[],$600.00,7,0,0,2016-05-04,2018-04-01,5.0,4.83,5.0,5.0,5.0,4.83,5.0,0.08,barossa_valley_sa
11428035,9380091,within an hour,100%,100%,Tanunda,-34.52491,138.95631,Entire home,Entire home/apt,6,2 baths,4.0,[],$354.00,41,1,0,2016-03-20,2023-11-12,4.63,4.71,4.9,4.8,4.83,4.9,4.39,0.43,barossa_valley_sa
11857399,48092850,within an hour,100%,100%,Angaston,-34.49983,139.04583,Entire home,Entire home/apt,4,1.5 baths,2.0,[],$383.00,96,2,0,2016-08-27,2023-11-25,4.94,4.97,4.93,4.94,4.98,4.94,4.75,1.08,barossa_valley_sa
12191413,65531648,within an hour,100%,100%,Kapunda,-34.34006,138.91144,Entire home,Entire home/apt,6,1 bath,4.0,[],$239.00,12,1,0,2016-10-29,2023-01-02,4.58,4.75,4.42,4.83,4.92,4.75,4.33,0.14,barossa_valley_sa
12192423,65531648,within an hour,100%,100%,Kapunda,-34.34327,138.92162,Entire villa,Entire home/apt,6,1 bath,4.0,[],$269.00,103,10,0,2016-05-02,2023-11-03,4.76,4.83,4.57,4.94,4.83,4.71,4.59,1.11,barossa_valley_sa
12856765,48092850,within an hour,100%,100%,Angaston,-34.50133,139.04966,Entire home,Entire home/apt,8,2.5 baths,4.0,[],$359.00,163,13,1,2016-05-31,2023-12-10,4.87,4.9,4.8,4.94,4.91,4.96,4.81,1.77,barossa_valley_sa
12906285,22786354,within an hour,100%,96%,Angaston,-34.50746,139.04552,Entire home,Entire home/apt,4,1 bath,2.0,[],$165.00,189,18,3,2017-03-11,2023-12-19,4.95,4.97,4.98,4.99,4.99,4.88,4.84,2.28,barossa_valley_sa
14031240,2425103,within an hour,100%,100%,Bethany,-34.53852,138.96849,Room in bed and breakfast,Hotel room,2,1 private bath,1.0,[],$330.00,25,5,0,2016-10-07,2023-06-03,5.0,5.0,4.96,5.0,5.0,4.96,4.88,0.28,barossa_valley_sa
14080027,84633251,within a few hours,100%,91%,Sandy Creek,-34.58178,138.83414,Entire cottage,Entire home/apt,2,1.5 baths,1.0,[],$220.00,132,7,0,2017-04-24,2023-11-03,4.95,4.95,4.95,4.96,4.98,4.95,4.92,1.62,barossa_valley_sa
14697430,34978411,within an hour,100%,90%,Moculta,-34.46685,139.12019,Entire cottage,Entire home/apt,4,1 bath,2.0,[],$214.00,61,5,0,2018-09-29,2023-09-02,4.87,4.9,4.9,4.97,4.9,4.79,4.59,0.96,barossa_valley_sa
14827811,9380091,within an hour,100%,100%,Tanunda,-34.52865,138.95429,Entire rental unit,Entire home/apt,4,2 baths,2.0,[],$457.00,4,0,0,2019-01-01,2022-08-21,5.0,5.0,5.0,5.0,5.0,5.0,4.5,0.07,barossa_valley_sa
14828790,6402384,within an hour,100%,100%,Angaston,-34.50042,139.04615,Entire rental unit,Entire home/apt,2,1 bath,2.0,[],$315.00,21,0,0,2016-09-17,2022-04-10,4.95,4.9,4.95,5.0,5.0,5.0,4.8,0.24,barossa_valley_sa
14843749,9380091,within an hour,100%,100%,Tanunda,-34.52682,138.95347,Entire rental unit,Entire home/apt,4,2 baths,2.0,[],$437.00,10,0,0,2016-11-13,2021-04-05,4.6,4.8,4.8,5.0,4.9,4.78,4.22,0.12,barossa_valley_sa
14844379,6402384,within an hour,100%,100%,Angaston,-34.50009,139.0443,Entire rental unit,Entire home/apt,4,1 bath,2.0,[],$478.00,5,1,0,2016-12-06,2023-01-07,4.8,4.8,5.0,5.0,4.8,5.0,4.4,0.06,barossa_valley_sa
14969874,9380091,within an hour,100%,100%,Tanunda,-34.52801,138.9536,Entire home,Entire home/apt,16,4 baths,10.0,[],"$1,077.00",21,2,0,2017-02-25,2023-10-01,4.81,4.9,4.62,4.9,4.95,4.95,4.33,0.25,barossa_valley_sa
15579249,14870315,within an hour,100%,96%,Lyndoch,-34.59793,138.87333,Entire home,Entire home/apt,6,2 baths,4.0,[],$271.00,128,18,0,2017-03-04,2023-10-31,4.88,4.91,4.87,4.89,4.89,4.78,4.76,1.54,barossa_valley_sa
16519738,108616729,within an hour,100%,98%,Kapunda,-34.33925,138.91111,Entire home,Entire home/apt,4,1 bath,2.0,[],$200.00,156,61,1,2017-01-30,2023-12-11,4.91,4.94,4.96,4.98,4.95,4.92,4.77,1.86,barossa_valley_sa
16795559,111640794,within an hour,100%,100%,Sandy Creek,-34.56818,138.83216,Farm stay,Entire home/apt,2,1.5 baths,1.0,[],$153.00,337,38,1,2017-03-04,2023-12-17,4.94,4.93,4.93,4.99,4.97,4.9,4.91,4.06,barossa_valley_sa
17287788,76253619,within an hour,100%,100%,Light Pass,-34.4693,139.02488,Entire bed and breakfast,Entire home/apt,2,1 bath,1.0,[],$179.00,64,3,0,2017-03-04,2023-10-02,4.88,4.86,4.95,4.97,4.94,4.84,4.69,0.77,barossa_valley_sa
17558728,77871395,within an hour,100%,100%,Marananga,-34.48914,138.91118,Entire cottage,Entire home/apt,2,1 bath,1.0,[],$804.00,4,1,0,2021-05-16,2023-07-24,5.0,5.0,5.0,5.0,5.0,5.0,4.75,0.13,barossa_valley_sa
17720616,23229905,within an hour,100%,98%,Tanunda,-34.5215,138.96631,Entire cottage,Entire home/apt,5,1 bath,4.0,[],$235.00,234,36,3,2017-07-17,2023-12-13,4.77,4.84,4.7,4.95,4.98,4.92,4.75,2.98,barossa_valley_sa
17862552,10112369,within an hour,100%,100%,Tanunda,-34.51031,138.97908,Entire home,Entire home/apt,10,2.5 baths,5.0,[],$259.00,165,34,1,2017-06-12,2023-12-10,4.9,4.94,4.92,4.96,4.97,4.92,4.8,2.07,barossa_valley_sa
17963507,12063415,within an hour,100%,100%,Tanunda,-34.52511,138.96518,Entire guesthouse,Entire home/apt,2,1 bath,1.0,[],$137.00,374,36,3,2017-04-08,2023-12-10,4.95,4.98,4.93,4.99,4.99,4.99,4.92,4.57,barossa_valley_sa
17980547,123514866,within an hour,100%,98%,Mount Crawford,-34.65127498802909,138.97806003489265,Entire cottage,Entire home/apt,6,2 baths,4.0,[],$175.00,203,25,0,2017-04-23,2023-11-05,4.88,4.9,4.82,4.96,4.96,4.89,4.76,2.5,barossa_valley_sa
18276899,32743215,within an hour,100%,100%,Tanunda,-34.50656,138.96302,Entire villa,Entire home/apt,4,1 bath,2.0,[],$342.00,56,11,1,2017-06-11,2023-12-11,4.96,4.98,4.93,4.96,4.96,5.0,4.86,0.7,barossa_valley_sa
18798879,98267463,within an hour,100%,100%,Angaston,-34.50209,139.04418,Private room in home,Private room,2,1 private bath,1.0,[],$150.00,79,13,0,2017-08-06,2023-06-19,4.9,4.91,4.94,4.99,4.95,4.99,4.9,1.02,barossa_valley_sa
18845618,40553443,within a few hours,100%,98%,Tanunda,-34.52814,138.95832,Entire home,Entire home/apt,4,1 bath,2.0,[],$250.00,168,24,2,2017-06-12,2023-12-03,4.92,4.94,4.92,4.99,4.98,4.97,4.81,2.11,barossa_valley_sa
20002372,15326510,within an hour,90%,100%,Flaxman Valley,-34.61,139.06722,Tent,Entire home/apt,2,1 bath,1.0,[],$350.00,245,48,2,2017-11-26,2023-12-09,4.96,4.96,4.95,4.99,4.96,4.9,4.8,3.31,barossa_valley_sa
20057093,142521667,within an hour,100%,100%,Tanunda,-34.51962,138.96033,Entire cottage,Entire home/apt,4,1 bath,3.0,[],$325.00,144,17,3,2017-12-12,2023-12-20,4.96,4.97,4.99,4.99,4.99,4.97,4.82,1.96,barossa_valley_sa
20079805,11110185,within an hour,100%,100%,Lyndoch,-34.60384,138.89156,Entire villa,Entire home/apt,11,2.5 baths,6.0,[],$499.00,60,5,0,2017-09-03,2023-05-29,4.95,4.97,4.88,5.0,5.0,4.88,4.88,0.78,barossa_valley_sa
20144446,11110185,within an hour,100%,100%,Lyndoch,-34.60504,138.89259,Entire cottage,Entire home/apt,4,1.5 baths,2.0,[],$375.00,65,6,0,2017-10-01,2023-09-18,4.95,4.97,4.92,5.0,5.0,4.86,4.8,0.86,barossa_valley_sa
20175507,9380091,within an hour,100%,100%,Tanunda,-34.52644,138.95208,Entire rental unit,Entire home/apt,16,8 baths,8.0,[],"$1,920.00",3,0,0,2018-09-16,2020-06-28,4.67,5.0,4.67,4.67,5.0,4.67,4.0,0.05,barossa_valley_sa
21481807,156029245,within an hour,100%,100%,Angaston,-34.51446,139.04117,Entire home,Entire home/apt,8,2.5 baths,5.0,[],$496.00,106,19,1,2019-06-03,2023-11-27,4.98,4.98,4.99,4.99,5.0,4.98,4.88,1.91,barossa_valley_sa
21636564,26147078,within an hour,100%,100%,Angaston,-34.49929,139.04988,Entire bungalow,Entire home/apt,6,1.5 baths,3.0,[],$389.00,182,28,2,2017-11-23,2023-12-03,4.9,4.92,4.88,4.98,4.93,4.97,4.71,2.45,barossa_valley_sa
22294732,106868811,within an hour,100%,100%,Angaston,-34.51862,139.10905,Farm stay,Entire home/apt,8,4 baths,4.0,[],$490.00,76,9,0,2018-02-26,2023-11-18,4.95,4.92,4.83,4.97,4.99,4.96,4.86,1.07,barossa_valley_sa
22602973,121293939,within a day,100%,100%,Angaston,-34.50606,139.04712,Entire home,Entire home/apt,6,2 baths,3.0,[],$199.00,23,2,0,2019-06-10,2023-01-06,4.61,4.83,4.83,4.91,4.87,4.83,4.57,0.42,barossa_valley_sa
22604785,92198370,within an hour,100%,100%,Lyndoch,-34.60364,138.8866,Entire home,Entire home/apt,6,1 bath,4.0,[],$210.00,153,20,1,2018-02-17,2023-12-04,4.92,4.96,4.97,4.98,4.99,4.95,4.9,2.15,barossa_valley_sa
22636387,123514866,within an hour,100%,98%,Mount Crawford,-34.68339,138.97258,Entire home,Entire home/apt,4,2 baths,2.0,[],$450.00,34,4,0,2018-12-25,2023-04-09,4.91,4.91,4.94,4.94,4.94,4.88,4.76,0.56,barossa_valley_sa
22794701,68592337,a few days or more,0%,100%,Williamstown,-34.68038,138.88286,Entire home,Entire home/apt,5,1.5 baths,3.0,[],$340.00,10,0,0,2018-06-11,2022-09-04,5.0,5.0,5.0,4.9,4.8,5.0,4.9,0.15,barossa_valley_sa
22855141,111063419,within an hour,100%,100%,Tanunda,-34.49146,138.95672,Entire guest suite,Entire home/apt,4,1 bath,3.0,[],$290.00,107,26,0,2018-03-18,2023-11-21,4.98,4.96,4.93,4.99,4.99,4.99,4.88,1.52,barossa_valley_sa
24813904,9380091,within an hour,100%,100%,Tanunda,-34.52454,138.95814,Entire bungalow,Entire home/apt,10,2 baths,10.0,[],$707.00,31,5,2,2018-06-25,2023-12-10,4.61,4.68,4.65,4.55,4.65,4.9,4.32,0.46,barossa_valley_sa
25916821,129160994,within a few hours,100%,100%,Angaston,-34.49095,139.04752,Entire cottage,Entire home/apt,6,1.5 baths,4.0,[],$400.00,17,1,0,2018-10-21,2023-07-23,4.71,4.88,4.82,5.0,5.0,4.88,4.59,0.27,barossa_valley_sa
25928338,40008394,within an hour,100%,100%,Tanunda,-34.52154,138.96129,Entire home,Entire home/apt,6,2 baths,3.0,[],$443.00,167,29,1,2018-07-09,2023-12-10,4.92,4.95,4.89,4.96,4.98,4.98,4.71,2.51,barossa_valley_sa
26009146,22589842,within an hour,100%,98%,Moculta,-34.4754,139.05827,Barn,Entire home/apt,2,1 bath,1.0,[],$178.00,270,49,2,2018-07-15,2023-12-12,4.88,4.83,4.91,4.91,4.96,4.9,4.77,4.07,barossa_valley_sa
26403678,198551256,within an hour,100%,100%,Tanunda,-34.52523,138.95253,Entire home,Entire home/apt,6,2 baths,3.0,[],$320.00,160,31,2,2018-07-08,2023-11-27,4.68,4.72,4.85,4.81,4.81,4.9,4.58,2.4,barossa_valley_sa
27065195,203661825,within an hour,100%,100%,Mount Crawford,-34.75233,138.99175,Entire cottage,Entire home/apt,2,1 bath,1.0,[],$112.00,288,63,1,2018-07-29,2023-11-26,4.93,4.92,4.97,4.97,4.96,4.89,4.91,4.37,barossa_valley_sa
27271141,205436375,within an hour,100%,94%,Williamstown,-34.66549,138.88978,Entire cottage,Entire home/apt,4,1 bath,2.0,[],$120.00,71,11,0,2018-09-02,2023-11-05,4.87,4.89,4.96,4.99,4.96,4.9,4.86,1.1,barossa_valley_sa
27409406,206287989,within a few hours,100%,100%,Williamstown,-34.62272,138.92041,Farm stay,Entire home/apt,2,1 bath,1.0,[],$305.00,14,0,0,2020-01-05,2022-07-30,5.0,5.0,4.86,5.0,5.0,4.93,4.93,0.29,barossa_valley_sa
27409837,206287989,within a few hours,100%,100%,Williamstown,-34.6246,138.9207,Farm stay,Entire home/apt,4,2 baths,3.0,[],$325.00,19,1,0,2019-10-05,2023-01-21,5.0,4.95,4.95,4.95,5.0,4.95,4.89,0.37,barossa_valley_sa
27814606,28712482,within an hour,100%,100%,Lyndoch,-34.58512,138.86381,Entire villa,Entire home/apt,2,1 bath,1.0,[],$413.00,19,1,0,2018-10-01,2023-05-07,4.95,4.95,5.0,5.0,5.0,5.0,5.0,0.3,barossa_valley_sa
28843427,103407726,within an hour,100%,100%,Tanunda,-34.51418,138.95815,Entire guest suite,Entire home/apt,2,1 bath,1.0,[],$298.00,105,18,3,2019-10-06,2023-12-17,4.96,4.95,4.98,5.0,4.99,4.9,4.83,2.04,barossa_valley_sa
29170994,64599221,within a few hours,100%,100%,Angaston,-34.5072,139.0507,Entire guest suite,Entire home/apt,4,1 bath,3.0,[],$140.00,209,30,2,2018-12-22,2023-12-13,4.9,4.96,4.95,4.98,4.98,4.92,4.94,3.42,barossa_valley_sa
29192273,69307468,within an hour,100%,100%,Tanunda,-34.53167,138.95362,Entire home,Entire home/apt,6,1 bath,4.0,[],$269.00,205,45,2,2019-04-24,2023-12-07,4.85,4.94,4.94,4.92,4.95,4.89,4.71,3.6,barossa_valley_sa
29250289,86995031,within an hour,100%,100%,Angaston,-34.50411,139.04513,Entire cottage,Entire home/apt,4,1 bath,2.0,[],$230.00,35,14,1,2019-10-13,2023-12-04,5.0,4.97,5.0,4.94,4.97,4.97,4.94,0.68,barossa_valley_sa
29557043,28712482,within an hour,100%,100%,Lyndoch,-34.58054,138.8629,Entire villa,Entire home/apt,2,1 bath,1.0,[],$413.00,26,2,0,2018-11-03,2023-05-14,4.81,5.0,5.0,4.92,4.92,4.96,4.62,0.41,barossa_valley_sa
29665883,223133750,within an hour,100%,92%,Tanunda,-34.52376,138.95994,Entire home,Entire home/apt,6,2 baths,3.0,[],$473.00,200,35,2,2018-11-04,2023-12-09,4.94,4.98,4.96,4.98,4.95,4.98,4.88,3.19,barossa_valley_sa
29975093,220350000,within an hour,100%,94%,Tanunda,-34.52745,138.95436,Entire cottage,Entire home/apt,4,1 bath,2.0,[],$215.00,90,22,0,2018-12-31,2023-11-25,4.7,4.78,4.79,4.94,4.9,4.86,4.69,1.48,barossa_valley_sa
30724902,229977210,within an hour,100%,96%,Light Pass,-34.4589,139.02772,Entire home,Entire home/apt,4,1 bath,2.0,[],$200.00,162,36,1,2019-01-12,2023-11-26,4.64,4.86,4.74,4.94,4.88,4.82,4.66,2.69,barossa_valley_sa
31336642,93219392,within an hour,100%,98%,Eden Valley,-34.68608,139.09059,Entire guest suite,Entire home/apt,3,1 bath,2.0,[],$185.00,39,4,0,2019-11-02,2023-10-28,4.97,4.95,5.0,5.0,5.0,4.92,4.92,0.77,barossa_valley_sa
31364857,234888505,within an hour,100%,100%,Tanunda,-34.5155,138.96574,Entire rental unit,Entire home/apt,2,1 bath,1.0,[],$204.00,227,59,5,2019-02-10,2023-12-23,4.87,4.86,4.98,4.9,4.89,4.88,4.76,3.82,barossa_valley_sa
31598469,233968367,within an hour,100%,100%,Marananga,-34.48355,138.93782,Entire villa,Entire home/apt,2,1 bath,1.0,[],$595.00,42,6,0,2019-05-06,2023-08-05,4.98,4.95,5.0,5.0,5.0,4.95,4.86,0.74,barossa_valley_sa
31963378,239660458,within an hour,100%,100%,Moculta,-34.48898,139.05637,Entire cottage,Entire home/apt,6,1 bath,3.0,[],$272.00,75,22,0,2019-02-26,2023-11-19,4.92,4.91,4.96,4.99,4.97,4.87,4.72,1.27,barossa_valley_sa
32551818,244624080,within a few hours,100%,100%,Nuriootpa,-34.4668,138.98367,Entire home,Entire home/apt,8,2 baths,4.0,[],$170.00,98,18,0,2019-05-10,2023-10-24,4.82,4.97,4.81,4.99,4.96,4.95,4.82,1.74,barossa_valley_sa
32789383,246654848,within a day,100%,92%,Mount Crawford,-34.68959,139.03644,Farm stay,Entire home/apt,8,2 baths,3.0,[],$270.00,75,13,1,2019-07-14,2023-12-17,4.85,4.85,4.96,4.63,4.81,4.91,4.83,1.38,barossa_valley_sa
32964524,246654848,within a day,100%,92%,Mount Crawford,-34.69082,139.03456,Farm stay,Entire home/apt,8,2 baths,3.0,[],$270.00,16,2,0,2020-10-18,2023-04-09,4.81,4.94,4.94,4.69,4.81,5.0,4.94,0.41,barossa_valley_sa
33885699,85556067,within an hour,100%,100%,Tanunda,-34.52698,138.95846,Entire rental unit,Entire home/apt,4,1.5 baths,2.0,[],$276.00,274,56,0,2019-05-01,2023-11-18,4.92,4.94,4.96,4.97,4.95,4.96,4.81,4.83,barossa_valley_sa
33968239,255507745,within an hour,100%,100%,Marananga,-34.4586,138.93494,Entire home,Entire home/apt,6,2 baths,3.0,[],$444.00,24,11,0,2019-12-23,2023-11-12,4.96,4.96,4.96,5.0,4.96,4.96,4.83,0.49,barossa_valley_sa
34661591,261496601,within an hour,100%,93%,Light Pass,-34.47415,139.03569,Entire guesthouse,Entire home/apt,2,1 bath,1.0,[],$239.00,87,8,0,2019-05-25,2023-11-25,5.0,5.0,5.0,5.0,4.99,4.94,4.93,1.56,barossa_valley_sa
34732524,86995031,within an hour,100%,100%,Angaston,-34.50356,139.04651,Entire vacation home,Entire home/apt,5,1 bath,3.0,[],$206.00,52,11,1,2019-06-10,2023-12-15,4.92,4.92,4.96,4.98,4.94,4.96,4.79,0.94,barossa_valley_sa
34756758,262121622,within an hour,100%,100%,Tanunda,-34.5264,138.95356,Entire cottage,Entire home/apt,4,1.5 baths,2.0,[],$350.00,28,4,0,2020-03-22,2023-10-08,4.93,4.93,4.93,4.96,4.93,5.0,4.82,0.61,barossa_valley_sa
34914043,106868811,within an hour,100%,100%,Angaston,-34.50834,139.10375,Entire villa,Entire home/apt,4,2.5 baths,2.0,[],$890.00,17,0,0,2019-06-18,2022-11-19,5.0,5.0,5.0,4.94,4.94,4.88,4.88,0.31,barossa_valley_sa
35021213,263832331,within an hour,100%,100%,Light Pass,-34.47443,139.03687,Entire cottage,Entire home/apt,2,1 bath,1.0,[],$550.00,109,26,0,2019-06-15,2023-11-25,4.99,4.99,5.0,4.96,5.0,4.93,4.84,1.97,barossa_valley_sa
35356801,265939095,within a few hours,100%,100%,Williamstown,-34.67211,138.89063,Entire home,Entire home/apt,6,1.5 baths,4.0,[],$280.00,36,5,0,2019-06-30,2023-11-17,4.97,5.0,5.0,5.0,5.0,4.94,4.97,0.66,barossa_valley_sa
35617858,257562725,within an hour,96%,100%,Angaston,-34.50322,139.04232,Entire home,Entire home/apt,10,3 baths,5.0,[],$850.00,43,4,1,2019-09-22,2023-12-09,4.84,4.98,4.74,4.98,4.93,5.0,4.67,0.83,barossa_valley_sa
35660705,85597526,within an hour,100%,100%,Mount Crawford,-34.77143,138.97557,Farm stay,Entire home/apt,4,1 bath,2.0,[],$180.00,459,74,1,2019-06-21,2023-12-09,4.92,4.93,4.87,4.96,4.96,4.88,4.85,8.35,barossa_valley_sa
36464062,274161665,within a day,100%,80%,Bethany,-34.55865,138.96647,Entire cottage,Entire home/apt,4,1 bath,2.0,[],$795.00,6,4,0,2022-08-08,2023-11-19,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.36,barossa_valley_sa
36498929,49747343,within an hour,100%,100%,Tanunda,-34.52264,138.96292,Entire home,Entire home/apt,5,1 bath,3.0,[],$218.00,421,84,7,2019-08-31,2023-12-21,4.82,4.86,4.82,4.98,4.97,4.96,4.77,8.0,barossa_valley_sa
36774681,276432130,within an hour,100%,100%,Tanunda,-34.52644,138.95074,Entire cottage,Entire home/apt,4,1 bath,2.0,[],$500.00,279,72,2,2019-10-13,2023-12-21,4.96,4.96,4.9,4.99,4.97,4.99,4.81,5.45,barossa_valley_sa
37021014,99672311,within an hour,100%,100%,Tanunda,-34.52722,138.95516,Entire bungalow,Entire home/apt,5,1.5 baths,4.0,[],$350.00,83,16,0,2019-11-11,2023-11-18,4.93,4.94,4.95,5.0,4.98,5.0,4.81,1.65,barossa_valley_sa
37689356,284867983,within an hour,100%,100%,Nuriootpa,-34.46845,138.95749,Entire cottage,Entire home/apt,4,1 bath,2.0,[],$312.00,63,4,1,2019-11-17,2023-11-30,4.87,4.97,4.81,4.95,4.92,4.84,4.68,1.26,barossa_valley_sa
