id,host_id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,beds,amenities,price,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,Location
15404209,35596572,2015-06-11,"Jurien Bay, Australia",within an hour,100%,100%,f,t,t,DANDARAGAN,-30.30114,115.03983,Entire townhouse,Entire home/apt,6,2 baths,4.0,[],$288.00,65,11,0,2016-10-22,2023-11-18,4.33,4.62,4.36,4.8,4.73,4.94,4.5,11,11,0,0,0.74,wa
593246660277809322,251299515,2019-03-26,"Kallaroo, Australia",within an hour,100%,100%,t,t,t,ALBANY,-35.06574,117.62774,Entire vacation home,Entire home/apt,8,2 baths,6.0,[],$400.00,30,18,0,2022-04-17,2023-10-16,4.74,4.9,4.55,5.0,4.97,4.94,4.74,1,1,0,0,1.46,wa
764824515697566082,15360130,2014-05-11,"Busselton, Australia",within an hour,92%,93%,t,t,t,BUSSELTON,-33.6520145,115.3363771,Entire home,Entire home/apt,6,2 baths,4.0,[],$228.00,34,34,4,2023-02-08,2023-12-11,5.0,4.97,4.97,4.97,5.0,4.97,4.8,86,86,0,0,3.19,wa
814766466848015805,17564550,2014-07-02,"Perth, Australia",within a day,100%,63%,f,t,t,STIRLING,-31.89187,115.78472,Private room in home,Private room,2,1 private bath,1.0,[],$171.00,11,11,0,2023-02-03,2023-11-16,4.92,4.92,4.92,5.0,5.0,4.83,4.83,1,0,1,0,1.01,wa
31723662,237166521,2019-01-17,"Margaret River, Australia",within an hour,100%,85%,t,t,t,AUGUSTA-MARGARET RIVER,-34.08669,115.07881,Entire cottage,Entire home/apt,4,1 bath,3.0,[],$314.00,273,80,7,2019-10-02,2023-12-11,4.83,4.84,4.84,4.92,4.8,4.94,4.7,5,5,0,0,5.3,wa
817021170453338508,444536982,2022-02-10,"Perth, Australia",within an hour,100%,99%,f,t,t,VINCENT,-31.94288,115.86733,Entire rental unit,Entire home/apt,2,1 bath,1.0,[],$278.00,11,11,0,2023-02-10,2023-10-30,4.91,4.91,4.73,4.91,5.0,4.91,4.91,27,27,0,0,1.04,wa
681698730531730642,40459867,2015-08-04,"Perth, Australia",within an hour,100%,91%,f,t,t,MELVILLE,-32.0243,115.82994,Entire rental unit,Entire home/apt,4,1 bath,2.0,[],$187.00,25,14,0,2022-08-08,2023-10-25,4.52,4.64,4.56,4.76,4.84,4.56,4.44,6,6,0,0,1.49,wa
20803409,149160513,2017-09-04,"Dunsborough, Australia",within an hour,100%,27%,f,t,t,BUSSELTON,-33.60158,115.09737,Entire home,Entire home/apt,8,2.5 baths,4.0,[],$495.00,5,2,0,2022-07-27,2023-04-04,4.8,4.8,5.0,4.6,4.8,4.8,5.0,1,1,0,0,0.29,wa
46012833,302806536,2019-10-16,"Margaret River, Australia",within an hour,100%,86%,f,t,t,AUGUSTA-MARGARET RIVER,-33.97388,115.06559,Farm stay,Entire home/apt,4,1 bath,3.0,[],$575.00,4,1,0,2021-06-27,2023-05-19,5.0,5.0,5.0,5.0,5.0,5.0,4.75,4,4,0,0,0.13,wa
753370820997533229,2474702,2012-05-27,"Claremont, Australia",within an hour,94%,94%,t,t,t,MOSMAN PARK,-32.01384,115.76493,Entire home,Entire home/apt,8,2 baths,6.0,[],$810.00,2,2,0,2022-12-27,2022-12-31,5.0,5.0,4.5,4.5,5.0,5.0,4.5,19,19,0,0,0.17,wa
